step,layer,learning_rate,lr_multiplier,warmup_active,gradient_norm,update_norm,weight_norm,update_to_weight_ratio,peak_lr_counterfactual_ratio
11,output,8.25e-05,0.55,True,1.8976246651067772,0.0024837373711350703,3.1464970278310544,0.0007893658723228358,0.0014352106769506105
12,input,8.999999999999999e-05,0.6,True,0.7656252404334412,0.0045104068552603216,16.084235456611214,0.00028042407532689894,0.00046737345887816494
12,hidden_norm,8.999999999999999e-05,0.6,True,0.13766158483918456,0.001145131788251692,15.99996982932369,7.1570871724581e-05,0.000119284786207635
12,hidden,8.999999999999999e-05,0.6,True,1.470274660089028,0.012731502757464236,15.981702333559086,0.0007966299516622871,0.001327716586103812
12,output_norm,8.999999999999999e-05,0.6,True,0.17843742306745847,0.0011673156376668771,15.997541437035734,7.296843969814245e-05,0.00012161406616357075
12,output,8.999999999999999e-05,0.6,True,1.9410634301735588,0.0027116792709991856,3.146104820960046,0.0008619163776532107,0.0014365272960886845
13,input,9.75e-05,0.65,True,0.7772619367428373,0.0048776558082574435,16.084238897175556,0.0003032568615425114,0.0004665490177577098
13,hidden_norm,9.75e-05,0.65,True,0.1358990434050179,0.00124571035038921,15.999975386215295,7.785701667156601e-05,0.00011978002564856309
13,hidden,9.75e-05,0.65,True,1.4453046129728797,0.01376898610221216,15.981765770414183,0.0008615434802393129,0.0013254515080604813
13,output_norm,9.75e-05,0.65,True,0.1811450290414562,0.0012976080822329204,15.997118125460402,8.111511536366647e-05,0.00012479248517487148
13,output,9.75e-05,0.65,True,1.8460818414962838,0.0029267170569064783,3.145681278800603,0.000930392114620839,0.00143137248403206
14,input,0.00010499999999999999,0.7,True,0.7755797367179185,0.0052382270878616076,16.084239724356305,0.0003256745222423774,0.0004652493174891106
14,hidden_norm,0.00010499999999999999,0.7,True,0.12751757266718156,0.0013283424800027185,15.999967563874357,8.302157330630634e-05,0.00011860224758043762
14,hidden,0.00010499999999999999,0.7,True,1.4360430473573966,0.014801926730535157,15.981828031560571,0.0009261723190428923,0.0013231033129184177
14,output_norm,0.00010499999999999999,0.7,True,0.1578528703878672,0.0014033059797080045,15.996663585278633,8.772491665070929e-05,0.0001253213095010133
14,output,0.00010499999999999999,0.7,True,1.891570839861739,0.003129360876566532,3.1452234848288922,0.0009949566037711233,0.0014213665768158905
15,input,0.0001125,0.75,True,0.7307755558662613,0.0055924842002245375,16.084238350938037,0.0003476996596421603,0.00046359954618954707
15,hidden_norm,0.0001125,0.75,True,0.11556600064670787,0.001438107464376646,15.999969931938917,8.988188543441672e-05,0.00011984251391255563
15,hidden,0.0001125,0.75,True,1.3599258783690023,0.01578479959297813,15.981899957662932,0.0009876672757802931,0.0013168897010403908
15,output_norm,0.0001125,0.75,True,0.13753950713353388,0.0015035802876292477,15.99618035325363,9.399620749608633e-05,0.00012532827666144843
15,output,0.0001125,0.75,True,1.8194574705268414,0.0033456750650142026,3.1447404161273544,0.0010638954642667431,0.0014185272856889908
16,input,0.00011999999999999999,0.8,True,0.7584583232406561,0.005918001126518783,16.084233404501006,0.00036793802835904455,0.00045992253544880566
16,hidden_norm,0.00011999999999999999,0.8,True,0.1336422333899127,0.0015097425196884922,15.999981549094665,9.435901629361058e-05,0.00011794877036701323
16,hidden,0.00011999999999999999,0.8,True,1.3940364882119964,0.01668579314439104,15.981986485616565,0.001044037495552126,0.0013050468694401575
16,output_norm,0.00011999999999999999,0.8,True,0.15922830022028148,0.001579280591619286,15.995676739271666,9.873171466024487e-05,0.00012341464332530608
16,output,0.00011999999999999999,0.8,True,1.824628745215513,0.003551790828110533,3.1442270897094518,0.001129622869714141,0.0014120285871426761
17,input,0.00012749999999999998,0.85,True,0.743117108940201,0.006252794380102364,16.08421661408107,0.000388753430156387,0.00045735697665457293
17,hidden_norm,0.00012749999999999998,0.85,True,0.13009369351151465,0.0015920978379624915,15.999989328518115,9.950618124005638e-05,0.00011706609557653691
17,hidden,0.00012749999999999998,0.85,True,1.3550031555540432,0.017585717344547988,15.982087158406049,0.0011003392216703363,0.0012945167313768663
17,output_norm,0.00012749999999999998,0.85,True,0.17620502098079444,0.0016918475128247029,15.995152590737025,0.00010577251471826977,0.00012443825260972916
17,output,0.00012749999999999998,0.85,True,1.7574871370307563,0.003749805243191659,3.143691629644336,0.0011928031387785627,0.001403297810327721
18,input,0.000135,0.9,True,0.779715106445764,0.006586370557976759,16.08419536379949,0.00040949331993322,0.0004549925777035777
18,hidden_norm,0.000135,0.9,True,0.11935147845308698,0.001678651520792545,16.000018508680295,0.00010491559868395443,0.00011657288742661603
18,hidden,0.000135,0.9,True,1.414185401987598,0.01852201612863342,15.98222254040952,0.0011589136668446627,0.0012876818520496252
18,output_norm,0.000135,0.9,True,0.1488547537161698,0.0017824926998457602,15.994609713435496,0.00011144333821090137,0.00012382593134544596
18,output,0.000135,0.9,True,1.8782627193153103,0.003968539350862231,3.143139274305523,0.0012626037233870522,0.0014028930259856135
19,input,0.0001425,0.95,True,0.7546504911999631,0.00690801204220427,16.084174353339886,0.00042949124340782953,0.0004520960456924522
19,hidden_norm,0.0001425,0.95,True,0.12199114165318156,0.0017552371182588619,16.000059097124144,0.00010970191469944937,0.00011547569968363093
19,hidden,0.0001425,0.95,True,1.3834015848930858,0.019409282280893513,15.982385761440668,0.0012144170820679741,0.0012783337705978676
19,output_norm,0.0001425,0.95,True,0.13306195660424644,0.001827591068779054,15.994024499498261,0.0001142671169996261,0.0001202811757890801
19,output,0.0001425,0.95,True,1.84609196472369,0.004160889721638345,3.1425442109007595,0.0013240512916907199,0.0013937382017797052
20,input,0.00015,1.0,False,0.7519870018992373,0.007240741927563504,16.08415113865578,0.00045017867994049716,0.00045017867994049716
20,hidden_norm,0.00015,1.0,False,0.11899646858624528,0.0018181336989754574,16.0001162229116,0.00011363253076699245,0.00011363253076699245
20,hidden,0.00015,1.0,False,1.354519783635437,0.020308080836401485,15.982589021131028,0.0012706377427056156,0.0012706377427056156
20,output_norm,0.00015,1.0,False,0.15798401969170764,0.0018852084449120525,15.993422111095905,0.00011787398793183442,0.00011787398793183442
20,output,0.00015,1.0,False,1.8413957939948202,0.004357442664103948,3.1419305808812465,0.0013868678991888405,0.0013868678991888405
21,input,0.00015,1.0,False,0.7432255510250856,0.007225043567134695,16.08411466578991,0.00044920368433470524,0.00044920368433470524
21,hidden_norm,0.00015,1.0,False,0.12394982079312013,0.0018316540379790973,16.000200031256657,0.00011447694618823081,0.00011447694618823081
21,hidden,0.00015,1.0,False,1.373971850269295,0.020261662683587412,15.982827755132329,0.0012677145117253163,0.0012677145117253163
21,output_norm,0.00015,1.0,False,0.15837180216512853,0.0019112299420304575,15.992814384428451,0.00011950554143186605,0.00011950554143186605
21,output,0.00015,1.0,False,1.7667863004175246,0.004322718816689533,3.1413077324480403,0.0013760889364764057,0.0013760889364764057
22,input,0.00015,1.0,False,0.7131662261902115,0.007182749221236303,16.08406737557172,0.0004465754248297525,0.0004465754248297525
22,hidden_norm,0.00015,1.0,False,0.11571740769372035,0.0018264599377839448,16.000299888211917,0.00011415160656642277,0.00011415160656642277
22,hidden,0.00015,1.0,False,1.334422991720714,0.020120691108414506,15.983086413158361,0.0012588739488919856,0.0012588739488919856
22,output_norm,0.00015,1.0,False,0.13775184281309696,0.0018288398987952184,15.992208159113977,0.00011435818497353416,0.00011435818497353416
22,output,0.00015,1.0,False,1.7844232815059013,0.004307952601287216,3.1406895078985513,0.0013716582267852657,0.0013716582267852657
23,input,0.00015,1.0,False,0.7221021021549159,0.007162773369682184,16.08402165966587,0.0004453347254340234,0.0004453347254340234
23,hidden_norm,0.00015,1.0,False,0.12239360566703854,0.001843710191104676,16.0003999811845,0.0001152290063543891,0.0001152290063543891
23,hidden,0.00015,1.0,False,1.3885064345374019,0.02018006533268534,15.983350241367141,0.0012625679239923378,0.0012625679239923378
23,output_norm,0.00015,1.0,False,0.17242388768492858,0.0019004188823597168,15.991613952891683,0.00011883846670873853,0.00011883846670873853
23,output,0.00015,1.0,False,1.7966807198063743,0.00430137910309576,3.1400928751385497,0.0013698254396077286,0.0013698254396077286
24,input,0.00015,1.0,False,0.7346033888689596,0.007134760125726271,16.083980925958304,0.00044359416730041745,0.00044359416730041745
24,hidden_norm,0.00015,1.0,False,0.12756887872067085,0.00184767598003907,16.00049951232809,0.00011547614364260751,0.00011547614364260751
24,hidden,0.00015,1.0,False,1.3485224587654738,0.0200309428657314,15.983620635184678,0.0012532168601172482,0.0012532168601172482
24,output_norm,0.00015,1.0,False,0.1673625467089063,0.0019088809044710408,15.991048367211295,0.00011937184233555875,0.00011937184233555875
24,output,0.00015,1.0,False,1.763750165813661,0.004272448460846421,3.139521873857115,0.001360859593437847,0.001360859593437847
25,input,0.00015,1.0,False,0.6989486190744746,0.007085216731316477,16.08394260450018,0.0004405149225870826,0.0004405149225870826
25,hidden_norm,0.00015,1.0,False,0.11094298572307458,0.0018367247159713615,16.000598425165233,0.00011479100138421192,0.00011479100138421192
25,hidden,0.00015,1.0,False,1.2868692806163806,0.01989592803449623,15.983890129121,0.001244748798557361,0.001244748798557361
25,output_norm,0.00015,1.0,False,0.1391130391772394,0.0018988102903061185,15.990486021884937,0.00011874625247208648,0.00011874625247208648
25,output,0.00015,1.0,False,1.6900862489485295,0.004255437236476324,3.1389634518619864,0.0013556823141575801,0.0013556823141575801
26,input,0.00015,1.0,False,0.756653374218702,0.007104402055072584,16.08390148254377,0.00044170887659211017,0.00044170887659211017
26,hidden_norm,0.00015,1.0,False,0.11851600952857644,0.0018225315316922107,16.00069545878478,0.0001139032697914137,0.0001139032697914137
26,hidden,0.00015,1.0,False,1.395249511037837,0.019983243602440786,15.984162666007707,0.0012501902051420947,0.0012501902051420947
26,output_norm,0.00015,1.0,False,0.1587062284800149,0.0018989138934864226,15.989942947925833,0.00011875676477837238,0.00011875676477837238
26,output,0.00015,1.0,False,1.8413965714968092,0.004257154758072018,3.1384198984578684,0.0013564643660855787,0.0013564643660855787
27,input,0.00015,1.0,False,0.7403578670050767,0.007095529186936707,16.083859817629214,0.0004411583579682429,0.0004411583579682429
27,hidden_norm,0.00015,1.0,False,0.1256368027523045,0.0018263566536844032,16.000792331311924,0.00011414163848064004,0.00011414163848064004
27,hidden,0.00015,1.0,False,1.380152547338447,0.020011373701745622,15.984447755519499,0.0012519277492608783,0.0012519277492608783
27,output_norm,0.00015,1.0,False,0.15291560447558328,0.0019146175402875226,15.989405480043029,0.00011974288491696755,0.00011974288491696755
27,output,0.00015,1.0,False,1.804237070480962,0.004267646505055419,3.137882173582281,0.001360040393162173,0.001360040393162173
28,input,0.00015,1.0,False,0.7241766216579084,0.0071005958331275655,16.083814269975836,0.00044147462249563975,0.00044147462249563975
28,hidden_norm,0.00015,1.0,False,0.12642442099782888,0.0018391734183312752,16.00090272253585,0.00011494185360810691,0.00011494185360810691
28,hidden,0.00015,1.0,False,1.3363776673603076,0.020030501862265054,15.984746959539173,0.0012531009663754175,0.0012531009663754175
28,output_norm,0.00015,1.0,False,0.17501629433987667,0.001975724271508351,15.988879945068739,0.00012356864760359277,0.00012356864760359277
28,output,0.00015,1.0,False,1.7702657915123996,0.004270555126298405,3.1373545731671744,0.001361196201036104,0.001361196201036104
29,input,0.00015,1.0,False,0.7579704780844722,0.00712023193296583,16.08376183707786,0.0004426969265704728,0.0004426969265704728
29,hidden_norm,0.00015,1.0,False,0.1300895547339498,0.0018551282853540483,16.001021105425817,0.0001159381187694946,0.0001159381187694946
29,hidden,0.00015,1.0,False,1.4046752775087699,0.02002461975147704,15.985044695732212,0.001252709650341068,0.001252709650341068
29,output_norm,0.00015,1.0,False,0.16033557255478806,0.0019561928163242545,15.988391137966326,0.00012235082313435798,0.00012235082313435798
29,output,0.00015,1.0,False,1.813018067686847,0.004255757355048766,3.1368574216560265,0.0013566945458432867,0.0013566945458432867
30,input,0.00015,1.0,False,0.7117512076457172,0.007068308518558195,16.0837121540702,0.00043946997128828033,0.00043946997128828033
30,hidden_norm,0.00015,1.0,False,0.11133197132310839,0.0018462559202229555,16.001153303430524,0.00011538267806153276,0.00011538267806153276
30,hidden,0.00015,1.0,False,1.3234527030681071,0.01990134392419438,15.985347842611821,0.0012449740925338994,0.0012449740925338994
30,output_norm,0.00015,1.0,False,0.13615207139392188,0.0019466413851561852,15.987921011414725,0.0001217570054146729,0.0001217570054146729
30,output,0.00015,1.0,False,1.7511353060941746,0.004224066945791813,3.1363731364230576,0.0013467998742679064,0.0013467998742679064
31,input,0.00015,1.0,False,0.6978496554197694,0.00701520411959993,16.083654160063677,0.00043616979386555996,0.00043616979386555996
31,hidden_norm,0.00015,1.0,False,0.12112195924128032,0.0018157678642403928,16.001295738744098,0.00011347630178747687,0.00011347630178747687
31,hidden,0.00015,1.0,False,1.282136281599765,0.01968078019061455,15.985665048793061,0.0012311517932186672,0.0012311517932186672
31,output_norm,0.00015,1.0,False,0.14433623315664573,0.0018664056909808802,15.98749240670654,0.00011674161547673029,0.00011674161547673029
31,output,0.00015,1.0,False,1.6780767459198092,0.004190797918161919,3.1359371780803778,0.0013363781479599859,0.0013363781479599859
32,input,0.00015,1.0,False,0.6883630624333031,0.006953973101243255,16.083586990637773,0.00043236456552205363,0.00043236456552205363
32,hidden_norm,0.00015,1.0,False,0.11143543115959526,0.0017732527340963609,16.00144539771591,0.00011081828485003486,0.00011081828485003486
32,hidden,0.00015,1.0,False,1.2750595006537375,0.019500945413326684,15.98599476495293,0.001219876879734741,0.001219876879734741
32,output_norm,0.00015,1.0,False,0.12701942909642397,0.0018079159498011357,15.987089991307975,0.00011308599318475607,0.00011308599318475607
32,output,0.00015,1.0,False,1.7108663204068484,0.004152706535970534,3.1355264586775937,0.0013244048776810309,0.0013244048776810309
33,input,0.00015,1.0,False,0.692621185480698,0.006927012858690841,16.083510552750464,0.00043069035432107466,0.00043069035432107466
33,hidden_norm,0.00015,1.0,False,0.10947535794196207,0.0017647592798567175,16.001600236973303,0.00011028642471513968,0.00011028642471513968
33,hidden,0.00015,1.0,False,1.296760603462874,0.01946817722685752,15.986334773988299,0.0012178011721945545,0.0012178011721945545
33,output_norm,0.00015,1.0,False,0.1253493408807229,0.0017872393172421604,15.986700502533136,0.00011179538372905451,0.00011179538372905451
33,output,0.00015,1.0,False,1.7156365279431212,0.004132524263748055,3.1351429117635754,0.0013181294697100217,0.0013181294697100217
34,input,0.00015,1.0,False,0.7081969882125739,0.006904940516726452,16.083422681032086,0.00042932034142644047,0.00042932034142644047
34,hidden_norm,0.00015,1.0,False,0.12407622062111624,0.0017693014991511248,16.00175329539883,0.0001105692274145904,0.0001105692274145904
34,hidden,0.00015,1.0,False,1.3256575271443687,0.019443833300837664,15.986681719551537,0.0012162519803630087,0.0012162519803630087
34,output_norm,0.00015,1.0,False,0.1470803183594377,0.0017335588082291577,15.986330900031433,0.00010844006789736531,0.00010844006789736531
34,output,0.00015,1.0,False,1.7264096857358193,0.004138226671722299,3.134781781762412,0.0013201003960778854,0.0013201003960778854
35,input,0.00015,1.0,False,0.7021853732749715,0.006868748634984295,16.08333371862915,0.0004270724437576209,0.0004270724437576209
35,hidden_norm,0.00015,1.0,False,0.11190055725986364,0.0017246053693716211,16.001907518755335,0.00010777498666020067,0.00010777498666020067
35,hidden,0.00015,1.0,False,1.2904819749633898,0.019362009807329272,15.987029958775203,0.0012111073699903564,0.0012111073699903564
35,output_norm,0.00015,1.0,False,0.14271720385236203,0.0016905202149917287,15.98596675292808,0.00010575026466147776,0.00010575026466147776
35,output,0.00015,1.0,False,1.6783292090919748,0.004114623626191216,3.134426367383243,0.001312719822997879,0.001312719822997879
36,input,0.00015,1.0,False,0.6734374686344091,0.006839391486562092,16.083234424379445,0.00042524975425308354,0.00042524975425308354
36,hidden_norm,0.00015,1.0,False,0.11109731419626565,0.0017234981937158114,16.002073913827843,0.00010770467646862249,0.00010770467646862249
36,hidden,0.00015,1.0,False,1.222478570105474,0.019276904126620666,15.987400403593515,0.0012057560103572412,0.0012057560103572412
36,output_norm,0.00015,1.0,False,0.12275581842624879,0.0016611997466080151,15.985627023404472,0.00010391833515043616,0.00010391833515043616
36,output,0.00015,1.0,False,1.6141261016110542,0.004105342141197396,3.134095663382075,0.001309896883226349,0.001309896883226349
37,input,0.00015,1.0,False,0.6896337369320631,0.006815771890918617,16.083136249274006,0.00042378375618289506,0.00042378375618289506
37,hidden_norm,0.00015,1.0,False,0.11318944560602609,0.001704627658583167,16.002242486181075,0.00010652429870721045,0.00010652429870721045
37,hidden,0.00015,1.0,False,1.2695240778568968,0.01911429007993866,15.987774124743073,0.0011955566754196828,0.0011955566754196828
37,output_norm,0.00015,1.0,False,0.14679086383958118,0.001687017575880705,15.985293866004683,0.00010553559978452577,0.00010553559978452577
37,output,0.00015,1.0,False,1.670437707924922,0.0040938747198605565,3.133770467422335,0.0013063735083405615,0.0013063735083405615
38,input,0.00015,1.0,False,0.6566305829510214,0.006744583704849813,16.083027040947037,0.0004193603410401692,0.0004193603410401692
38,hidden_norm,0.00015,1.0,False,0.09757529748255414,0.001676678875888778,16.00241137587563,0.00010477663875186012,0.00010477663875186012
38,hidden,0.00015,1.0,False,1.222271822207448,0.01900931862169753,15.98815106691435,0.0011889629102288845,0.0011889629102288845
38,output_norm,0.00015,1.0,False,0.11137738197311019,0.00163551506891945,15.984989603997807,0.00010231567923637633,0.00010231567923637633
38,output,0.00015,1.0,False,1.5929471297352664,0.004083041079728825,3.1334632866493677,0.0013030441738779224,0.0013030441738779224
39,input,0.00015,1.0,False,0.7176656615392373,0.0067212260802267205,16.082900059845212,0.0004179113253963358,0.0004179113253963358
39,hidden_norm,0.00015,1.0,False,0.11708621343120294,0.0016827293676472874,16.002602956440743,0.00010515347860767994,0.00010515347860767994
39,hidden,0.00015,1.0,False,1.341592791814117,0.018948653382420546,15.988548901409956,0.0011851390328955715,0.0011851390328955715
39,output_norm,0.00015,1.0,False,0.13621677865220289,0.001641804943100902,15.984714821096201,0.0001027109311286612,0.0001027109311286612
39,output,0.00015,1.0,False,1.7442646182827573,0.004049697449388048,3.133180860569342,0.0012925195287488648,0.0012925195287488648
40,input,0.00015,1.0,False,0.6821968162777902,0.00668254167121271,16.0827588880755,0.0004155096596124098,0.0004155096596124098
40,hidden_norm,0.00015,1.0,False,0.11190241825295223,0.0016579324090844256,16.002805370578812,0.00010360261033559387,0.00010360261033559387
40,hidden,0.00015,1.0,False,1.2652793667762636,0.018827945231737243,15.988959148296395,0.0011775591554840728,0.0011775591554840728
40,output_norm,0.00015,1.0,False,0.1440924304619675,0.0015937027025208462,15.984452570013728,9.970330203929389e-05,9.970330203929389e-05
40,output,0.00015,1.0,False,1.6426201958181832,0.004022356990475502,3.1329156814927575,0.0012839020897488526,0.0012839020897488526
41,input,0.00015,1.0,False,0.6570770411230564,0.006640519439352871,16.08261866432258,0.00041290038506503244,0.00041290038506503244
41,hidden_norm,0.00015,1.0,False,0.1080626837849842,0.001635263647458197,16.002996375388555,0.00010218484145713571,0.00010218484145713571
41,hidden,0.00015,1.0,False,1.2038504598017323,0.01860934054631044,15.989354038299645,0.0011638581834972873,0.0011638581834972873
41,output_norm,0.00015,1.0,False,0.1251475707394809,0.0015911984539328076,15.984222086739432,9.954806967133367e-05,9.954806967133367e-05
41,output,0.00015,1.0,False,1.5476222079260522,0.003974037956731391,3.132677305701075,0.001268575588522682,0.001268575588522682
42,input,0.00015,1.0,False,0.6425513690378497,0.006559203609960921,16.082482356739053,0.00040784771060000036,0.00040784771060000036
42,hidden_norm,0.00015,1.0,False,0.09783788134095833,0.0015969214195712042,16.003184605558115,9.978772718878545e-05,9.978772718878545e-05
42,hidden,0.00015,1.0,False,1.1705452237268197,0.018341570441976787,15.98975160460071,0.0011470828875602664,0.0011470828875602664
42,output_norm,0.00015,1.0,False,0.10429148340098775,0.001504799505734178,15.984019124303327,9.414400058156623e-05,9.414400058156623e-05
42,output,0.00015,1.0,False,1.5345793436925963,0.0039322242201469074,3.1324682551522356,0.0012553117541348568,0.0012553117541348568
43,input,0.00015,1.0,False,0.6304468099605033,0.0065147158260317915,16.082331544571858,0.0004050852830621224,0.0004050852830621224
43,hidden_norm,0.00015,1.0,False,0.11165878375939405,0.0016059029569641349,16.003380191966475,0.00010034773514724601,0.00010034773514724601
