condition,seed,step,layer,learning_rate,lr_multiplier,warmup_active,gradient_norm,update_norm,weight_norm,update_to_weight_ratio,peak_lr_counterfactual_ratio
warmup,20261122,8,output,5.9999999999999995e-05,0.4,True,1.8531463661944072,0.0019070866973909244,3.177943560583686,0.000600100870589613,0.0015002521764740323
warmup,20261122,9,input,6.75e-05,0.45,True,0.7967759201242105,0.003549101504009242,16.07435077432027,0.00022079283660271634,0.0004906507480060363
warmup,20261122,9,hidden_norm,6.75e-05,0.45,True,0.1282212084593676,0.0008826432264841229,16.00016185232796,5.516464362238322e-05,0.00012258809693862938
warmup,20261122,9,hidden,6.75e-05,0.45,True,1.4838609096473523,0.009907075012297947,15.987451266120708,0.0006196781993195004,0.0013770626651544453
warmup,20261122,9,output_norm,6.75e-05,0.45,True,0.17855872128448408,0.001013834533512476,15.998517443406481,6.337053024437029e-05,0.0001408234005430451
warmup,20261122,9,output,6.75e-05,0.45,True,2.0065998125326225,0.0021286260841805837,3.177584186420944,0.0006698881789747799,0.001488640397721733
warmup,20261122,10,input,7.5e-05,0.5,True,0.7516983312260573,0.003882497904537137,16.074361085428766,0.00024153357535663294,0.00048306715071326587
warmup,20261122,10,hidden_norm,7.5e-05,0.5,True,0.12952185136309874,0.0009726685404281634,16.00020146014433,6.079101834130215e-05,0.0001215820366826043
warmup,20261122,10,hidden,7.5e-05,0.5,True,1.41639667493827,0.010846371521216465,15.987528441304276,0.00067842703523795,0.0013568540704759
warmup,20261122,10,output_norm,7.5e-05,0.5,True,0.1655969759162357,0.001104563661503646,15.998149370760034,6.904321468097224e-05,0.00013808642936194448
warmup,20261122,10,output,7.5e-05,0.5,True,1.8983836315325628,0.0023380231414307337,3.1771710753414513,0.0007358820428577223,0.0014717640857154447
warmup,20261122,11,input,8.25e-05,0.55,True,0.7754289117093391,0.00424090706121916,16.074372044144834,0.0002638303412147245,0.0004796915294813172
warmup,20261122,11,hidden_norm,8.25e-05,0.55,True,0.13897896608830312,0.0010792059035058489,16.000228687070514,6.744940491868938e-05,0.0001226352816703443
warmup,20261122,11,hidden,8.25e-05,0.55,True,1.48947195290231,0.011890142326062138,15.987607593793665,0.0007437099175912881,0.001352199850165978
warmup,20261122,11,output_norm,8.25e-05,0.55,True,0.19429486931865197,0.0012459279777942865,15.997746166401472,7.788146935416372e-05,0.00014160267155302494
warmup,20261122,11,output,8.25e-05,0.55,True,1.99377347031136,0.002562170318416853,3.176724206550482,0.0008065447775206912,0.0014664450500376203
warmup,20261122,12,input,8.999999999999999e-05,0.6,True,0.7407644949498768,0.004585189436459972,16.074382130597435,0.00028524825397376285,0.00047541375662293813
warmup,20261122,12,hidden_norm,8.999999999999999e-05,0.6,True,0.12573883947143216,0.0011691999680140187,16.000263438327313,7.307379484848333e-05,0.00012178965808080556
warmup,20261122,12,hidden,8.999999999999999e-05,0.6,True,1.388575677906387,0.012818325839682548,15.987702138475171,0.0008017616120602242,0.0013362693534337072
warmup,20261122,12,output_norm,8.999999999999999e-05,0.6,True,0.17898888024391182,0.0013609972490807934,15.997313578015488,8.507661254769433e-05,0.00014179435424615722
warmup,20261122,12,output,8.999999999999999e-05,0.6,True,1.879379714799272,0.0027825700434297948,3.1762369800119976,0.0008760587012053754,0.0014600978353422923
warmup,20261122,13,input,9.75e-05,0.65,True,0.7106972022573628,0.004896904321556655,16.07439881507572,0.0003046399668125683,0.0004686768720193359
warmup,20261122,13,hidden_norm,9.75e-05,0.65,True,0.11251950494288508,0.0012646511495375725,16.000299807092155,7.903921581375707e-05,0.00012159879355962625
warmup,20261122,13,hidden,9.75e-05,0.65,True,1.3291662378787354,0.013747750978797796,15.987814961171546,0.0008598892977049064,0.001322906611853702
warmup,20261122,13,output_norm,9.75e-05,0.65,True,0.16379974043392773,0.0014871621085684457,15.9968619212064,9.296586517365474e-05,0.00014302440795946884
warmup,20261122,13,output,9.75e-05,0.65,True,1.8260015685071345,0.002986009467388979,3.175718324831566,0.0009402626939677818,0.0014465579907196643
warmup,20261122,14,input,0.00010499999999999999,0.7,True,0.7443174239232613,0.005242668527057524,16.074413313122985,0.00032614991445923964,0.00046592844922748524
warmup,20261122,14,hidden_norm,0.00010499999999999999,0.7,True,0.1279158655570284,0.0013652035197204235,16.000341122387976,8.532340087488543e-05,0.00012189057267840777
warmup,20261122,14,hidden,0.00010499999999999999,0.7,True,1.374436618296598,0.014725841567676048,15.987941152068345,0.0009210592800919198,0.0013157989715598855
warmup,20261122,14,output_norm,0.00010499999999999999,0.7,True,0.18476439088539734,0.001616647557571112,15.99637777375235,0.00010106335199358617,0.00014437621713369453
warmup,20261122,14,output,0.00010499999999999999,0.7,True,1.8815945337240243,0.0032079223862788242,3.175165395051149,0.0010103166251681662,0.0014433094645259518
warmup,20261122,15,input,0.0001125,0.75,True,0.7637072555992502,0.005635417666738872,16.07443323898859,0.0003505826664588178,0.0004674435552784238
warmup,20261122,15,hidden_norm,0.0001125,0.75,True,0.12376320408325134,0.001467827204396333,16.000383016865683,9.173700422353177e-05,0.00012231600563137568
warmup,20261122,15,hidden,0.0001125,0.75,True,1.4610596480814713,0.015852937519267207,15.988074313175217,0.0009915476503760902,0.001322063533834787
warmup,20261122,15,output_norm,0.0001125,0.75,True,0.17699796687194,0.0017242679252447506,15.995862709059432,0.00010779461893406928,0.00014372615857875904
warmup,20261122,15,output,0.0001125,0.75,True,1.9056206282363746,0.0034374771848985092,3.1745776991977968,0.0010828140025576146,0.0014437520034101528
warmup,20261122,16,input,0.00011999999999999999,0.8,True,0.7491655338174992,0.00600948598985804,16.074456939101488,0.00037385312689723453,0.00046731640862154313
warmup,20261122,16,hidden_norm,0.00011999999999999999,0.8,True,0.12701667540288708,0.0015685791665114102,16.000432674903976,9.803354686599585e-05,0.0001225419335824948
warmup,20261122,16,hidden,0.00011999999999999999,0.8,True,1.380539848722592,0.016800731828199765,15.988226069925714,0.0010508190061061494,0.0013135237576326867
warmup,20261122,16,output_norm,0.00011999999999999999,0.8,True,0.1729884729727448,0.0018385236386088673,15.9953055392896,0.00011494145167110836,0.00014367681458888544
warmup,20261122,16,output,0.00011999999999999999,0.8,True,1.8082407968137517,0.0036350158565280222,3.1739508006354398,0.0011452653443148127,0.0014315816803935157
warmup,20261122,17,input,0.00012749999999999998,0.85,True,0.7493190584074167,0.006384530144027113,16.07448469309106,0.000397184125396644,0.0004672754416431106
warmup,20261122,17,hidden_norm,0.00012749999999999998,0.85,True,0.1448201917668071,0.0016756390093301743,16.000478880769435,0.0001047243036796906,0.00012320506315257717
warmup,20261122,17,hidden,0.00012749999999999998,0.85,True,1.3865568665743635,0.01778260062022237,15.988383086032231,0.0011122200740710049,0.0013084942047894175
warmup,20261122,17,output_norm,0.00012749999999999998,0.85,True,0.22278463089558365,0.0019613200675607494,15.99474585535181,0.00012262277158373827,0.00014426208421616267
warmup,20261122,17,output,0.00012749999999999998,0.85,True,1.8909087077198288,0.003842429613317456,3.1733160281538484,0.0012108562712403025,0.0014245367896944736
warmup,20261122,18,input,0.000135,0.9,True,0.7388118738348919,0.006726847883709041,16.074498321582052,0.0004184794914984933,0.00046497721277610364
warmup,20261122,18,hidden_norm,0.000135,0.9,True,0.1250434494445625,0.0017535542101925466,16.000542820387494,0.00010959342004061333,0.00012177046671179258
warmup,20261122,18,hidden,0.000135,0.9,True,1.3915012513109857,0.01869322378343096,15.988580762627649,0.0011691609193434638,0.0012990676881594041
warmup,20261122,18,output_norm,0.000135,0.9,True,0.16147110391964486,0.002039071850668362,15.994175747634108,0.00012748839845466784,0.00014165377606074206
warmup,20261122,18,output,0.000135,0.9,True,1.8549887802879776,0.004051771683277248,3.1726576250285237,0.0012770907428880924,0.0014189897143201027
warmup,20261122,19,input,0.0001425,0.95,True,0.759593924502998,0.007041219386726019,16.074503975731744,0.000438036495393973,0.0004610910477831295
warmup,20261122,19,hidden_norm,0.0001425,0.95,True,0.11578270061345519,0.0018031052220990743,16.00061607082704,0.0001126897373274625,0.00011862077613417106
warmup,20261122,19,hidden,0.0001425,0.95,True,1.4601408059851924,0.01967522477706742,15.98881106588672,0.001230562090951586,0.0012953285167911432
warmup,20261122,19,output_norm,0.0001425,0.95,True,0.1385565204294696,0.0020539962763603528,15.993571702200104,0.0001284263649549776,0.00013518564732102904
warmup,20261122,19,output,0.0001425,0.95,True,1.850543836892947,0.004242985201605166,3.1719715676668905,0.0013376491910758355,0.001408051780079827
warmup,20261122,20,input,0.00015,1.0,False,0.7723390214092506,0.007390529354649411,16.074500186007658,0.0004597672878863526,0.0004597672878863526
warmup,20261122,20,hidden_norm,0.00015,1.0,False,0.13095623767145603,0.0018330231389296608,16.000697055311253,0.00011455895531258804,0.00011455895531258804
warmup,20261122,20,hidden,0.00015,1.0,False,1.432638998367396,0.020657682254329846,15.989074094465723,0.0012919873991627858,0.0012919873991627858
warmup,20261122,20,output_norm,0.00015,1.0,False,0.17748000703690212,0.002049595679405043,15.992913895100914,0.00012815648810770455,0.00012815648810770455
warmup,20261122,20,output,0.00015,1.0,False,1.936239853524955,0.004443467085512605,3.1712420751199892,0.0014011756214935055,0.0014011756214935055
warmup,20261122,21,input,0.00015,1.0,False,0.7140601751390577,0.007330707531462471,16.07448876491746,0.0004560460764053489,0.0004560460764053489
warmup,20261122,21,hidden_norm,0.00015,1.0,False,0.11123097630094743,0.0018049210991729107,16.0007905820555,0.00011280199499624012,0.00011280199499624012
warmup,20261122,21,hidden,0.00015,1.0,False,1.3437450097090657,0.020527010090544077,15.989372545932715,0.0012837908449237817,0.0012837908449237817
warmup,20261122,21,output_norm,0.00015,1.0,False,0.15302033736156223,0.0020307135332356765,15.992238986467896,0.00012698118974797707,0.00012698118974797707
warmup,20261122,21,output,0.00015,1.0,False,1.7892611585058698,0.004420755087697143,3.170498485474675,0.0013943407031892288,0.0013943407031892288
warmup,20261122,22,input,0.00015,1.0,False,0.7112408906206544,0.0072281661036981935,16.074472468831505,0.00044966739143157883,0.00044966739143157883
warmup,20261122,22,hidden_norm,0.00015,1.0,False,0.12249426725213478,0.0017798347745172245,16.00089042807001,0.00011123348306884843,0.00011123348306884843
warmup,20261122,22,hidden,0.00015,1.0,False,1.3689569261626373,0.020382413662437055,15.989681935294017,0.0012747228959850015,0.0012747228959850015
warmup,20261122,22,output_norm,0.00015,1.0,False,0.1546045988016328,0.001973454863630686,15.99157274493741,0.00012340592730351928,0.00012340592730351928
warmup,20261122,22,output,0.00015,1.0,False,1.8367268737626463,0.004404461236606006,3.1697764682097476,0.0013895179299799629,0.0013895179299799629
warmup,20261122,23,input,0.00015,1.0,False,0.7128777009276789,0.007182454838412536,16.074446097303444,0.00044682440657270445,0.00044682440657270445
warmup,20261122,23,hidden_norm,0.00015,1.0,False,0.11560177305221161,0.0017721620238798914,16.000996050438,0.00011075323175468076,0.00011075323175468076
warmup,20261122,23,hidden,0.00015,1.0,False,1.3418419529389496,0.020202938431247,15.990008963643534,0.0012634726145046196,0.0012634726145046196
warmup,20261122,23,output_norm,0.00015,1.0,False,0.147069694325594,0.0019671660329648373,15.990914368682905,0.00012301773292072623,0.00012301773292072623
warmup,20261122,23,output,0.00015,1.0,False,1.7960382863492468,0.004373734099265207,3.169074816575838,0.0013801296442698045,0.0013801296442698045
warmup,20261122,24,input,0.00015,1.0,False,0.7177639497281663,0.007165566337926343,16.0744205275246,0.0004457744729059799,0.0004457744729059799
warmup,20261122,24,hidden_norm,0.00015,1.0,False,0.11762253720152936,0.001767133990695095,16.00111069178019,0.00011043820799282864,0.00011043820799282864
warmup,20261122,24,hidden,0.00015,1.0,False,1.3556982890423088,0.020153135740681904,15.990349635414441,0.001260331149735962,0.001260331149735962
warmup,20261122,24,output_norm,0.00015,1.0,False,0.15512906268990725,0.0019415663799347339,15.99028107793885,0.00012142165422053995,0.00012142165422053995
warmup,20261122,24,output,0.00015,1.0,False,1.817393308371968,0.004365722225735762,3.1683971691181045,0.0013778961388704065,0.0013778961388704065
warmup,20261122,25,input,0.00015,1.0,False,0.7222099763890447,0.007100302824204875,16.074392276201458,0.00044171516423156175,0.00044171516423156175
warmup,20261122,25,hidden_norm,0.00015,1.0,False,0.13328529143727735,0.0017466159313815487,16.001224440322854,0.00010915514233898887,0.00010915514233898887
warmup,20261122,25,hidden,0.00015,1.0,False,1.3885835375892392,0.020012691629958397,15.990689008435437,0.0012515215335249948,0.0012515215335249948
warmup,20261122,25,output_norm,0.00015,1.0,False,0.18372272790795388,0.00191917361045882,15.989665161066505,0.0001200258786614148,0.0001200258786614148
warmup,20261122,25,output,0.00015,1.0,False,1.8360336763957665,0.004346245700934982,3.167738647867935,0.0013720341808691346,0.0013720341808691346
warmup,20261122,26,input,0.00015,1.0,False,0.703906136813272,0.00706447056287113,16.07435466929453,0.0004394870405818397,0.0004394870405818397
warmup,20261122,26,hidden_norm,0.00015,1.0,False,0.11304939687099645,0.0017251130094021374,16.00134999067625,0.0001078104666423355,0.0001078104666423355
warmup,20261122,26,hidden,0.00015,1.0,False,1.3274659103808581,0.019909067060277646,15.991036146340562,0.0012450141990851355,0.0012450141990851355
warmup,20261122,26,output_norm,0.00015,1.0,False,0.1403022437853179,0.0018961013878223514,15.989066256835697,0.0001185873744823419,0.0001185873744823419
warmup,20261122,26,output,0.00015,1.0,False,1.7969769847622428,0.004332274572441837,3.167099962751476,0.001367899536924655,0.001367899536924655
warmup,20261122,27,input,0.00015,1.0,False,0.7185241387113341,0.007050135418990598,16.074304485350645,0.0004385966077360147,0.0004385966077360147
warmup,20261122,27,hidden_norm,0.00015,1.0,False,0.11295127874751308,0.0017013918448907771,16.001490889178037,0.00010632708268711668,0.00010632708268711668
warmup,20261122,27,hidden,0.00015,1.0,False,1.3558548281738423,0.019859152444995233,15.99140107876707,0.001241864446221892,0.001241864446221892
warmup,20261122,27,output_norm,0.00015,1.0,False,0.13042378514768552,0.0018622442572617456,15.988482949531521,0.00011647410596365,0.00011647410596365
warmup,20261122,27,output,0.00015,1.0,False,1.7555817127436912,0.004317641813943515,3.1664708780152218,0.00136355014155376,0.00136355014155376
warmup,20261122,28,input,0.00015,1.0,False,0.7081749291639304,0.007006598360733978,16.074243043501873,0.00043588978602425975,0.00043588978602425975
warmup,20261122,28,hidden_norm,0.00015,1.0,False,0.11864705490660607,0.001695575675216419,16.00163487539705,0.00010596265246768085,0.00010596265246768085
warmup,20261122,28,hidden,0.00015,1.0,False,1.3095342708160678,0.019739989000373062,15.991766386173174,0.0012343845278680835,0.0012343845278680835
warmup,20261122,28,output_norm,0.00015,1.0,False,0.1524918856876825,0.0018392335298852724,15.98790506173677,0.00011503905751148338,0.00011503905751148338
warmup,20261122,28,output,0.00015,1.0,False,1.735702990575428,0.004312721378044404,3.1658526632411745,0.0013622621886733904,0.0013622621886733904
warmup,20261122,29,input,0.00015,1.0,False,0.6967924676400247,0.00698686275142988,16.074166614630066,0.0004346640742836842,0.0004346640742836842
warmup,20261122,29,hidden_norm,0.00015,1.0,False,0.10310752468708548,0.001668876160503752,16.00181050940377,0.0001042929585700946,0.0001042929585700946
warmup,20261122,29,hidden,0.00015,1.0,False,1.3448727725784646,0.0197415802880422,15.992151586259931,0.0012344542997581192,0.0012344542997581192
warmup,20261122,29,output_norm,0.00015,1.0,False,0.139764506161511,0.0018352656878400536,15.987343012988543,0.00011479491534953838,0.00011479491534953838
warmup,20261122,29,output,0.00015,1.0,False,1.7464970264242807,0.004305312615135152,3.165247239854205,0.0013601820928634506,0.0013601820928634506
warmup,20261122,30,input,0.00015,1.0,False,0.6938361958498943,0.006982387746049277,16.07409342779882,0.0004343876547322919,0.0004343876547322919
warmup,20261122,30,hidden_norm,0.00015,1.0,False,0.1194383944343479,0.001688244431550863,16.001991670741873,0.00010550214412607514,0.00010550214412607514
warmup,20261122,30,hidden,0.00015,1.0,False,1.2931729070928144,0.019750716007989378,15.99254763896102,0.0012349949772775862,0.0012349949772775862
warmup,20261122,30,output_norm,0.00015,1.0,False,0.16777113320343973,0.0018586374743994741,15.986805140773615,0.00011626071988949838,0.00011626071988949838
warmup,20261122,30,output,0.00015,1.0,False,1.7047822555267103,0.0042863431448493475,3.164666326234802,0.0013544376256403225,0.0013544376256403225
warmup,20261122,31,input,0.00015,1.0,False,0.6982068786860154,0.00694847496247986,16.074029036827447,0.00043227960746867545,0.00043227960746867545
warmup,20261122,31,hidden_norm,0.00015,1.0,False,0.12403783710190841,0.0016867039320804555,16.002171082562047,0.00010540469311183016,0.00010540469311183016
warmup,20261122,31,hidden,0.00015,1.0,False,1.318156822195894,0.019568011754314874,15.992947607798977,0.0012235400399093733,0.0012235400399093733
warmup,20261122,31,output_norm,0.00015,1.0,False,0.16100571209068767,0.001837860720920182,15.986285837564244,0.00011496483545925438,0.00011496483545925438
warmup,20261122,31,output,0.00015,1.0,False,1.7172978118583269,0.00425860029243799,3.164105115392585,0.0013459098661801588,0.0013459098661801588
warmup,20261122,32,input,0.00015,1.0,False,0.6758047961405051,0.0068905288632162606,16.073968912899765,0.0004286762591463293,0.0004286762591463293
warmup,20261122,32,hidden_norm,0.00015,1.0,False,0.10511065038723479,0.0016628576240898937,16.002360432341916,0.00010391327149019462,0.00010391327149019462
warmup,20261122,32,hidden,0.00015,1.0,False,1.2958821085461298,0.01944360960445403,15.993351078883226,0.001215730806417821,0.001215730806417821
warmup,20261122,32,output_norm,0.00015,1.0,False,0.13630766303638056,0.0018347527947926276,15.985784980952767,0.00011477401935399201,0.00011477401935399201
warmup,20261122,32,output,0.00015,1.0,False,1.694297603554224,0.004238388017721732,3.1635651785202477,0.0013397504962120714,0.0013397504962120714
warmup,20261122,33,input,0.00015,1.0,False,0.6607077482704582,0.006887939873269958,16.073890516191966,0.0004285172818821567,0.0004285172818821567
warmup,20261122,33,hidden_norm,0.00015,1.0,False,0.09931092272428409,0.001656663176723316,16.002566742088224,0.00010352484094730499,0.00010352484094730499
warmup,20261122,33,hidden,0.00015,1.0,False,1.256828371967011,0.019392950734141524,15.993775078113188,0.0012125311653707052,0.0012125311653707052
warmup,20261122,33,output_norm,0.00015,1.0,False,0.1266844561059067,0.0018158943166887217,15.98532647147762,0.00011359757462124999,0.00011359757462124999
warmup,20261122,33,output,0.00015,1.0,False,1.6524022476698086,0.004214249501907207,3.1630705442522156,0.001332328648049012,0.001332328648049012
warmup,20261122,34,input,0.00015,1.0,False,0.6771076476951657,0.006812750962865288,16.0737968781919,0.0004238420464369858,0.0004238420464369858
warmup,20261122,34,hidden_norm,0.00015,1.0,False,0.12062483496479076,0.0016363061610750556,16.002780303917064,0.00010225136694993747,0.00010225136694993747
warmup,20261122,34,hidden,0.00015,1.0,False,1.2737596108047986,0.019166426084269238,15.994206016508068,0.0011983355763010076,0.0011983355763010076
warmup,20261122,34,output_norm,0.00015,1.0,False,0.16863690991815256,0.0018201308178830927,15.984904335687382,0.00011386560592793335,0.00011386560592793335
warmup,20261122,34,output,0.00015,1.0,False,1.7081100702197956,0.004170210446684306,3.162610889851468,0.0013185973842264735,0.0013185973842264735
warmup,20261122,35,input,0.00015,1.0,False,0.6697686513481623,0.006779604778891509,16.073693708889902,0.00042178262829171016,0.00042178262829171016
warmup,20261122,35,hidden_norm,0.00015,1.0,False,0.11071098799524605,0.0016296674934579208,16.00299802128157,0.00010183513684690264,0.00010183513684690264
warmup,20261122,35,hidden,0.00015,1.0,False,1.251129417922271,0.01902091549773767,15.994642562781687,0.0011892054119419892,0.0011892054119419892
warmup,20261122,35,output_norm,0.00015,1.0,False,0.12868644739241802,0.0018083246779810015,15.984514280835056,0.00011312978587964525,0.00011312978587964525
warmup,20261122,35,output,0.00015,1.0,False,1.6561574888625097,0.004132084795939889,3.16218111298592,0.0013067198393447261,0.0013067198393447261
warmup,20261122,36,input,0.00015,1.0,False,0.6859947782618936,0.0067732116224962675,16.073585262387013,0.000421387730984071,0.000421387730984071
warmup,20261122,36,hidden_norm,0.00015,1.0,False,0.11001991030420077,0.0016304970671863607,16.003208034760167,0.00010188563840729927,0.00010188563840729927
warmup,20261122,36,hidden,0.00015,1.0,False,1.278113578295569,0.01897644482450657,15.995069981372955,0.0011863933603670114,0.0011863933603670114
warmup,20261122,36,output_norm,0.00015,1.0,False,0.12125066680325816,0.0017873448026554054,15.984147096377818,0.00011181984198959463,0.00011181984198959463
warmup,20261122,36,output,0.00015,1.0,False,1.7077713873076417,0.004114097217791835,3.16177647037682,0.0013011979993960538,0.0013011979993960538
warmup,20261122,37,input,0.00015,1.0,False,0.6619359577055883,0.006738748736560374,16.073464000032487,0.00041924682424067107,0.00041924682424067107
warmup,20261122,37,hidden_norm,0.00015,1.0,False,0.09955413135163733,0.0016237700357068685,16.003415966143848,0.00010146396488987401,0.00010146396488987401
warmup,20261122,37,hidden,0.00015,1.0,False,1.2389402404363041,0.018860951506935685,15.99549846968551,0.0011791412154288751,0.0011791412154288751
warmup,20261122,37,output_norm,0.00015,1.0,False,0.13195932873341654,0.0017951448293930519,15.983787825325086,0.0001123103515268629,0.0001123103515268629
warmup,20261122,37,output,0.00015,1.0,False,1.5895650651769904,0.004071853917256437,3.1613825498504577,0.001287997846843637,0.001287997846843637
warmup,20261122,38,input,0.00015,1.0,False,0.718460869685532,0.006731177417691057,16.07334342412516,0.00041877892110411504,0.00041877892110411504
warmup,20261122,38,hidden_norm,0.00015,1.0,False,0.1163351741723299,0.0016088354711727459,16.003611400034675,0.00010052952617740144,0.00010052952617740144
