seed,initial_state_hash,batch_sequence_hash,cosine_validation_loss,wsd_validation_loss,cosine_test_loss,wsd_test_loss,paired_test_difference_cosine_minus_wsd
20261262,sha256:b44a2ee3a209cfe8ed57b5eeec4daa8887f61a0b8f0415bb547cc194c8fe6d2e,sha256:59b888958ae9185fc833e7b4bd929bd53e5f689472b479bb0e9e44457b5bdbc7,0.5531405434012413,0.5807037055492401,0.5468194335699081,0.5690928921103477,-0.022273458540439606
20261263,sha256:f8ce1781333541ac166679e0e0caa8072e087eba3c30b787191efb925c1dfd53,sha256:ee0e9e102e63bc0aee41c144620bf841907736cf5c3e569299ffc7493557eae5,0.5495776012539864,0.5691481828689575,0.5654886215925217,0.5839127525687218,-0.018424130976200104
20261264,sha256:385a8f9a183df3cd6ae1c5af6d2fc1f9f6ed5788f15054fd58800ac46349956a,sha256:c751b5847f018b8bbece5c1636e46d012f8ce4564cd3993023a6b9190640f494,0.560079962015152,0.5788667947053909,0.5500311851501465,0.5682917535305023,-0.018260568380355835
20261265,sha256:20f0412503d1514c146c462fb11274a67052d6a1ac955fdb79e5fe7b3c052e43,sha256:feae71599ab6e2235fdaf6e0b8d22be246645fc85604d2741b1127dd360a3f82,0.5635786652565002,0.5929569154977798,0.5775645524263382,0.599987082183361,-0.022422529757022858
20261266,sha256:bde3aa639daf5141a71f2f2a3993fbcfe3da455fcd235663fe619ba6100bc63d,sha256:fe674f17d2c24cf5b841fe63a2045da66b22981350288b3ca98a5f1989e60693,0.5784064531326294,0.605637863278389,0.5553728267550468,0.5720366016030312,-0.016663774847984314
